,PlayerID,PlayerName,Age,Rating in Scale 100,Potential in Scale 100,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,PopularityHits
8282,182743,T. Kirschbaum,33,67,34,67,GK,€325K,€2K,€580K,79,108,186,215,94,33,333,1048,360,2 ★,1★,Medium,Medium,1 ★,3
8283,250839,J. Pretell,21,67,82,68,CDM,€2.4M,€500,€4.4M,280,316,345,326,294,194,49,1804,375,3 ★,2★,Medium,Medium,1 ★,32
8284,232413,A. Dijksteel,23,34,75,68,CDM,€2.2M,€5K,€2.1M,235,264,341,311,247,198,53,1649,368,2 ★,2★,Medium,Medium,1 ★,17
8285,230365,Sérgio Espinho,24,67,67,69,CDM,€1.2M,€5K,€1.6M,266,333,310,314,304,195,56,1778,381,3 ★,2★,Medium,Medium,1 ★,1
8286,227293,Jonas,28,67,67,69,CB,€900K,€12K,€1.1M,245,263,295,359,282,206,53,1703,366,2 ★,2★,Medium,High,1 ★,3
8287,220637,Moi Delgado,26,67,70,68,LWB,€1.2M,€6K,€0,231,282,378,294,265,184,48,1682,360,3 ★,3★,High,Medium,1 ★,4
8288,196316,B. Maubleu,30,34,67,67,GK,€675K,€2K,€919K,90,97,209,213,100,30,325,1064,366,3 ★,1★,Medium,Medium,1 ★,2
8289,182996,Xiao Zhi,35,34,67,67,ST,€425K,€5K,€543K,320,264,314,343,296,116,56,1709,354,2 ★,3★,Medium,Medium,1 ★,2
8290,242908,J. Clarke,19,67,62,68,RM,€2.4M,€13K,€4M,298,313,365,289,245,60,44,1614,346,4 ★,3★,Medium,Low,1 ★,73
8291,236508,Adrián Diéguez,24,34,74,69,CB,€1.9M,€2K,€1.7M,241,202,290,279,235,206,52,1505,324,3 ★,2★,Medium,Medium,1 ★,15
8292,226268,F. Dimarco,22,67,75,67,LB,€2.2M,€20K,€0,261,328,303,253,297,206,43,1691,348,3 ★,2★,High,Medium,1 ★,11
8293,223452,M. Çelik,30,67,34,68,RW,€975K,€5K,€1.5M,312,291,348,308,271,59,54,1643,354,3 ★,3★,High,Medium,1 ★,4
8294,252123,A. Araque,24,67,73,67,GK,€1.3M,€500,€1.9M,50,70,259,194,79,29,326,1007,372,2 ★,1★,Medium,Medium,1 ★,6
8295,245211,J. Teze,20,67,79,69,CB,€2.3M,€4K,€2.1M,264,267,336,325,275,200,48,1715,384,3 ★,2★,Medium,High,1 ★,76
8296,235735,E. Ampadu,19,67,84,69,CB,€2.5M,€6K,€3.8M,208,244,315,276,254,204,54,1555,339,3 ★,2★,Medium,Medium,1 ★,310
8297,158167,M. Sonnleitner,33,67,67,67,CB,€475K,€9K,€525K,227,228,331,310,259,198,67,1620,343,3 ★,2★,Medium,Medium,1 ★,1
8298,235471,B. Nowak,26,67,36,68,CAM,€1.2M,€2K,€1.3M,292,298,334,309,295,117,43,1688,367,3 ★,2★,High,Medium,1 ★,1
8299,212944,J. Cevallos,25,67,71,69,CAM,€1.4M,€500,€2.2M,321,345,327,358,340,119,26,1836,381,4 ★,3★,Medium,Medium,1 ★,2
8300,236752,D. Bamba,25,67,72,69,ST,€1.5M,€2K,€1.3M,297,262,385,352,265,67,57,1685,367,4 ★,3★,High,Medium,1 ★,7
8301,184273,K. Wolze,30,67,67,67,LB,€875K,€5K,€930K,325,348,337,354,334,189,53,1940,396,3 ★,3★,High,Medium,1 ★,3
8302,219090,R. Osorio,25,67,73,69,CB,€1.4M,€1K,€1.4M,203,214,315,296,234,195,53,1510,336,3 ★,2★,Medium,Medium,1 ★,5
8303,237010,Deng Hanwen,25,67,72,67,RB,€1.4M,€7K,€1.5M,259,279,347,315,299,190,55,1744,380,3 ★,3★,High,Medium,1 ★,5
8304,238802,P. Türpitz,28,67,34,68,RM,€1M,€3K,€1.2M,300,313,381,340,304,94,52,1784,377,3 ★,3★,Medium,Medium,1 ★,3
8305,245714,Álex Blanco,21,67,79,68,LM,€2.5M,€8K,€3.2M,266,293,375,281,261,98,54,1628,358,3 ★,3★,Medium,Medium,1 ★,30
8306,252114,B. Rollheiser,20,67,82,68,CAM,€2.5M,€5K,€3.4M,299,307,373,297,264,97,45,1682,357,3 ★,3★,Medium,Medium,1 ★,32
8307,206035,Eddy Silvestre,27,67,68,68,CB,€1M,€3K,€1.3M,279,304,343,381,307,188,53,1855,399,3 ★,3★,Medium,High,1 ★,7
8308,238803,T. Baumgart,22,67,75,68,RM,€2.3M,€3K,€1.9M,282,277,355,339,252,92,53,1650,358,3 ★,2★,Medium,Medium,1 ★,5
8309,255699,E. Jirka,22,67,76,68,RM,€2.3M,€3K,€2.1M,297,279,346,310,270,90,47,1639,361,3 ★,3★,Medium,Medium,1 ★,9
8310,192467,F. Bećiraj,32,67,67,67,ST,€825K,€2K,€810K,312,258,320,343,304,76,67,1680,356,3 ★,3★,Medium,Medium,1 ★,2
8311,213204,S. Lundholm,26,34,68,67,RW,€1.2M,€2K,€1.2M,291,314,378,311,275,115,57,1741,369,3 ★,3★,Medium,Medium,1 ★,2
8312,224724,T. Bingöl,27,34,67,67,RM,€1.1M,€5K,€1.6M,291,305,345,293,256,95,42,1627,363,3 ★,3★,Medium,High,1 ★,2
8313,236490,K. Arase,21,67,76,68,RM,€2.3M,€7K,€2M,280,294,408,261,252,74,51,1620,346,4 ★,3★,High,Low,1 ★,13
8314,230351,Silaldo Taffarel,28,67,67,67,CM,€1M,€12K,€1.4M,287,329,308,361,313,180,63,1841,400,3 ★,2★,High,High,1 ★,1
8315,226506,K. Mets,27,67,69,69,CB,€1.1M,€3K,€1.1M,262,270,276,345,295,198,59,1705,363,3 ★,2★,Medium,High,1 ★,2
8316,239331,G. Papunashvili,24,67,70,68,CAM,€1.4M,€3K,€1.6M,292,337,337,301,265,106,42,1680,362,2 ★,3★,High,Low,1 ★,4
8317,228069,K. Mercado,25,34,70,68,LM,€1.3M,€5K,€1.6M,293,294,395,303,236,64,50,1635,360,3 ★,2★,Medium,Medium,1 ★,4
8318,238820,Q. Maceiras,24,67,74,67,RB,€1.9M,€6K,€1.6M,280,291,358,339,278,187,53,1786,396,3 ★,3★,Medium,Medium,1 ★,1
8319,236260,A. Santamaría,28,67,69,69,CB,€1M,€5K,€1.4M,308,318,297,324,321,211,53,1832,390,3 ★,3★,High,High,1 ★,3
8320,231652,S. Banza,23,67,73,69,ST,€1.6M,€12K,€2.4M,282,247,343,344,251,79,35,1581,344,2 ★,2★,High,Low,1 ★,4
8321,188131,N. Rnić,35,67,67,67,CB,€275K,€4K,€334K,233,227,273,289,269,206,53,1550,308,3 ★,2★,Low,Medium,1 ★,3
8322,245219,Juan Hernández,25,67,70,68,CAM,€1.3M,€7K,€0,286,309,312,254,223,73,41,1498,324,3 ★,3★,Medium,Medium,1 ★,3
8323,226787,S. Rosales,25,67,70,68,CAM,€1.3M,€6K,€0,301,325,344,311,249,44,64,1638,345,4 ★,4★,Medium,Medium,1 ★,4
8324,216288,S. Mrowca,26,67,70,68,CDM,€1.2M,€3K,€1.3M,245,256,368,349,303,193,57,1771,385,3 ★,2★,Medium,High,1 ★,3
8325,210147,M. Al Harbi,32,67,67,67,LB,€700K,€11K,€808K,269,295,345,310,272,188,53,1732,377,3 ★,3★,Medium,Medium,1 ★,2
8326,239078,S. Schimmer,26,34,69,69,ST,€1.3M,€9K,€1.5M,283,241,321,354,259,76,51,1585,337,4 ★,2★,Medium,Medium,1 ★,3
8327,184290,T. Pekhart,31,34,67,67,ST,€850K,€5K,€945K,309,248,235,349,267,109,69,1586,340,3 ★,2★,Medium,Medium,1 ★,4
8328,226786,A. Bono,26,67,69,67,GK,€950K,€2K,€1.1M,86,101,228,248,144,45,331,1183,372,2 ★,1★,Medium,Medium,1 ★,9
8329,203746,Jon Toral,25,67,70,69,CAM,€1.3M,€6K,€1.9M,315,321,333,280,279,150,58,1736,368,3 ★,3★,Medium,Medium,1 ★,12
8330,238049,P. Pomykal,20,67,54,69,CAM,€2.2M,€2K,€2M,284,332,376,326,300,178,46,1842,387,3 ★,2★,High,High,1 ★,75
8331,233957,S. Field,22,34,78,68,CM,€2.2M,€19K,€2.6M,289,303,308,306,292,190,51,1739,370,3 ★,2★,Low,High,1 ★,30
8332,176357,J. Mousinho,34,67,67,67,CB,€325K,€4K,€481K,282,280,282,338,318,197,63,1760,363,3 ★,2★,Medium,Medium,1 ★,4
8333,181989,A. Ríos,30,67,67,67,ST,€1M,€3K,€1.1M,321,321,334,352,283,86,71,1768,364,4 ★,3★,Medium,Medium,1 ★,5
8334,208102,K. Larsen,27,67,69,69,CB,€1.1M,€5K,€1.1M,215,195,258,300,242,188,58,1456,313,2 ★,2★,Medium,Medium,1 ★,2
8335,232166,F. Herbers,26,67,67,67,RM,€1.1M,€3K,€1.2M,316,313,319,318,310,132,56,1764,374,3 ★,3★,Medium,Medium,1 ★,5
8336,221680,N. Hagglund,27,67,68,68,CB,€1M,€3K,€1.2M,232,236,251,292,265,194,57,1527,319,3 ★,2★,Medium,High,1 ★,7
8337,231408,J. Leko,21,67,76,69,ST,€2.3M,€5K,€2.5M,297,270,391,316,215,62,46,1597,358,4 ★,3★,Medium,Medium,1 ★,62
8338,237040,D. Nikolaou,21,67,75,69,CB,€2.1M,€1K,€1.8M,216,197,263,321,240,205,52,1494,321,2 ★,2★,Low,Medium,1 ★,5
8339,211195,L. Woudenberg,26,67,69,67,LB,€1.2M,€3K,€1.2M,256,258,314,298,289,185,43,1643,354,2 ★,2★,High,High,1 ★,2
8340,228600,Javi Jiménez,24,67,74,67,LB,€1.9M,€3K,€1.7M,243,303,392,260,300,187,57,1742,379,2 ★,3★,High,Medium,1 ★,5
8341,236024,F. N'Goma,27,67,34,67,LM,€1.1M,€7K,€1.6M,300,311,353,342,291,148,46,1791,388,2 ★,3★,Medium,Medium,1 ★,4
8343,247288,I. Camará,21,67,77,70,CB,€2.2M,€3K,€2.5M,232,276,298,318,267,202,44,1637,360,2 ★,2★,Medium,Medium,1 ★,3
8344,139257,D. Lopar,35,67,67,67,GK,€110K,€2K,€263K,89,96,241,206,133,39,325,1129,365,2 ★,1★,Medium,Medium,1 ★,2
8345,220665,G. Wüthrich,25,67,70,69,CB,€1.2M,€7K,€1.3M,225,212,282,306,258,197,55,1535,332,2 ★,2★,Low,Medium,1 ★,3
8346,242937,S. Ndlovu,23,34,72,68,LM,€1.5M,€500,€2.2M,263,282,361,262,285,188,50,1691,374,3 ★,4★,High,Medium,1 ★,5
8347,243449,L. Perrin,21,67,73,69,CB,€1.5M,€8K,€2M,219,214,271,288,233,203,56,1484,318,3 ★,2★,Low,Medium,1 ★,37
8348,219104,C. Bravo,26,67,67,67,RW,€1.1M,€500,€1.8M,291,297,421,358,245,89,58,1759,377,3 ★,3★,High,Medium,1 ★,6
8349,202464,J. Clark,26,67,67,67,RM,€1.1M,€5K,€1.5M,306,312,381,311,276,139,51,1776,385,4 ★,3★,High,Medium,1 ★,5
8350,200954,D. Thomalla,27,67,34,67,ST,€1.1M,€9K,€1.3M,321,300,337,322,267,81,64,1692,357,3 ★,3★,Medium,Medium,1 ★,1
8351,235755,A. Trusty,21,67,77,69,CB,€2.1M,€2K,€1.8M,223,227,326,333,246,200,60,1615,353,3 ★,2★,Low,High,1 ★,34
8352,211438,M. Bürki,26,67,68,68,CDM,€1.1M,€5K,€1.2M,238,241,288,292,271,202,51,1583,351,3 ★,2★,Medium,Medium,1 ★,1
8353,254701,D. Santacruz,25,67,72,69,CAM,€1.5M,€500,€2.2M,269,320,339,283,247,91,47,1596,341,4 ★,4★,High,Medium,1 ★,4
8354,191980,Yun Suk Young,30,67,67,67,LB,€875K,€4K,€0,299,299,359,339,313,192,58,1859,398,3 ★,3★,Medium,High,1 ★,3
8355,236268,P. Velasco,27,67,36,67,RB,€1.1M,€500,€1.7M,253,190,357,306,230,182,65,1583,340,3 ★,2★,Medium,Medium,1 ★,1
8356,234476,A. Albers,30,67,67,67,ST,€1M,€6K,€1.1M,286,217,280,343,233,67,36,1462,331,2 ★,2★,Medium,Medium,1 ★,3
8357,227052,M. Vallecilla,29,67,67,67,LB,€900K,€950,€844K,240,241,382,321,264,179,67,1694,368,2 ★,2★,Medium,Medium,1 ★,1
8358,190438,F. Berge,30,67,34,67,CB,€825K,€2K,€781K,219,236,222,346,249,198,49,1519,311,3 ★,2★,Medium,Medium,1 ★,3
8359,251615,Francisco Moura,20,67,79,67,LB,€2.3M,€3K,€2.6M,246,292,356,282,284,192,50,1702,367,2 ★,2★,High,Medium,1 ★,11
8360,220139,S. Szmodics,24,67,72,69,CAM,€1.5M,€4K,€1.8M,279,310,400,350,301,140,62,1842,390,4 ★,3★,High,Medium,1 ★,11
8361,232426,T. Koyamatsu,25,67,69,69,CAM,€1.3M,€2K,€1.2M,311,331,353,317,232,77,57,1678,348,4 ★,3★,Medium,Medium,1 ★,1
8362,214250,M. Palacios,27,67,67,67,RM,€1.1M,€3K,€1M,275,263,392,386,208,159,50,1733,397,3 ★,3★,Medium,Medium,1 ★,3
8363,212170,M. Desler,25,67,71,67,RB,€1.3M,€2K,€1.2M,282,297,357,339,284,184,38,1781,386,3 ★,3★,High,Medium,1 ★,1
8364,213482,N. Kacharava,26,67,70,69,ST,€1.3M,€4K,€1.4M,280,243,258,331,267,72,54,1505,339,3 ★,3★,Medium,Medium,1 ★,2
8365,187113,L. Gerson,30,67,34,67,LB,€875K,€2K,€750K,293,326,296,343,321,187,62,1828,375,3 ★,2★,High,Medium,1 ★,1
8366,236270,J. Orejuela,27,67,70,68,CDM,€1.2M,€500,€1.8M,260,294,327,335,298,194,56,1764,381,3 ★,2★,Medium,Medium,1 ★,1
8367,238062,B. Baningime,21,67,76,68,CDM,€2.2M,€15K,€2.3M,250,286,306,297,296,201,59,1695,356,3 ★,2★,Medium,High,1 ★,49
8368,243950,F. Ourega,27,67,34,67,LM,€1.1M,€3K,€1.4M,276,291,389,289,233,97,34,1609,359,2 ★,3★,Medium,Medium,1 ★,4
8369,251630,E. Gallardo,23,67,72,68,CAM,€1.5M,€3K,€1.6M,290,305,393,301,243,77,57,1666,357,3 ★,2★,Medium,Medium,1 ★,5
8370,199407,D. Post,31,67,67,68,CB,€725K,€3K,€834K,268,290,218,374,319,182,65,1716,361,3 ★,2★,Medium,High,1 ★,2
8371,215279,T. Albutat,27,67,68,67,CDM,€1M,€3K,€1.2M,255,269,326,335,302,195,42,1724,371,3 ★,2★,High,High,1 ★,2
8372,200432,B. Pranter,30,34,67,67,LM,€975K,€5K,€1.1M,316,321,329,353,307,145,57,1828,387,4 ★,2★,Medium,Medium,1 ★,1
8373,198631,Rodri,30,67,67,67,ST,€1M,€5K,€1.1M,315,286,372,348,294,42,47,1704,355,4 ★,3★,Medium,High,1 ★,4
8374,247270,I. Alibaev,26,67,70,69,CM,€1.3M,€4K,€1.2M,274,333,326,336,302,154,64,1789,378,5 ★,3★,High,High,1 ★,3
8375,242110,S. Sosa,20,67,81,68,LM,€2.5M,€4K,€0,292,306,334,264,248,125,61,1630,356,3 ★,3★,Medium,Medium,1 ★,11
8376,171490,S. Aresti,34,34,67,67,GK,€170K,€8K,€553K,99,101,247,210,101,49,326,1133,364,2 ★,1★,Medium,Medium,1 ★,4
8377,194014,F. Guerrero,30,67,67,67,LM,€975K,€500,€1.6M,271,300,383,309,250,165,60,1738,375,3 ★,4★,High,Medium,1 ★,1
8378,220383,Aarón,24,67,73,67,GK,€1.3M,€5K,€1.8M,105,115,237,225,107,67,328,1184,364,3 ★,1★,Medium,Medium,1 ★,12
8379,220895,A. Al Sulayhim,26,67,70,69,CAM,€1.3M,€12K,€1.6M,278,338,395,323,300,184,57,1875,389,3 ★,3★,Medium,Low,1 ★,1
8380,230623,S. Bakış,26,67,69,69,ST,€1.3M,€3K,€1.4M,311,235,240,302,264,71,49,1472,308,3 ★,2★,Medium,Low,1 ★,2
8381,237023,Y. Merdji,26,67,70,69,ST,€1.3M,€3K,€1.8M,315,274,367,364,273,39,48,1680,363,3 ★,3★,High,Medium,1 ★,1
8382,238559,S. Mai,26,67,70,68,CB,€1.2M,€3K,€1.3M,252,202,213,316,299,185,54,1521,334,2 ★,2★,High,Medium,1 ★,9
8383,251385,S. Mambo,21,67,78,68,CB,€2.2M,€2K,€2.4M,237,244,324,306,249,193,51,1604,352,3 ★,2★,High,Medium,1 ★,12
8384,237537,V. Kostevych,27,34,68,67,LB,€1.1M,€4K,€1.1M,247,308,372,340,279,183,47,1776,387,3 ★,2★,Medium,Medium,1 ★,2
8385,210422,K. Kamiński,29,67,68,67,GK,€775K,€2K,€891K,84,97,230,206,118,43,330,1108,368,3 ★,1★,Medium,Medium,1 ★,2
8386,245492,H. Boussefiane,22,67,77,68,RM,€2.3M,€3K,€2.1M,279,290,391,262,252,92,47,1613,349,3 ★,3★,High,Low,1 ★,16
8387,202231,H. Jimenez,31,67,67,67,LB,€750K,€3K,€825K,298,316,352,331,324,193,64,1878,386,4 ★,3★,Medium,Medium,1 ★,3
8388,248565,Cristian Cedrés,24,67,73,68,RM,€1.6M,€3K,€1.8M,294,316,386,308,244,100,53,1701,363,3 ★,3★,High,Medium,1 ★,5
8389,234229,R. McCrorie,22,67,78,71,CB,€2.2M,€13K,€0,239,266,351,310,266,201,43,1676,376,4 ★,2★,High,High,1 ★,26
8390,211189,B. Meccariello,29,67,68,68,CB,€950K,€11K,€1.4M,191,185,294,304,217,202,51,1444,319,2 ★,2★,Medium,High,1 ★,4
8391,188916,H. Eyjólfsson,29,67,67,67,CB,€850K,€3K,€845K,254,235,314,312,272,199,53,1639,364,3 ★,2★,Medium,Medium,1 ★,1
8392,251636,D. Haruț,21,67,79,67,RB,€2.4M,€3K,€1.9M,237,262,370,323,248,190,44,1674,366,2 ★,2★,Medium,Medium,1 ★,6
8393,234740,M. El Hankouri,23,67,73,68,CAM,€1.6M,€3K,€1.7M,269,333,373,287,269,92,50,1673,354,4 ★,4★,High,Low,1 ★,6
8394,208371,M. Saeid,29,67,34,68,LM,€1M,€2K,€938K,256,331,384,354,334,168,54,1881,389,2 ★,3★,High,Medium,1 ★,1
8395,221684,B. Sweat,28,67,67,67,LB,€925K,€3K,€975K,273,309,326,305,309,196,58,1776,376,2 ★,3★,Medium,Medium,1 ★,6
8396,246771,M. Castro,24,67,70,68,RM,€1.4M,€5K,€0,310,342,350,317,271,156,53,1799,379,3 ★,3★,High,Medium,1 ★,4
8397,245235,A. Bah,22,67,77,68,RM,€2.3M,€5K,€1.7M,279,267,383,308,309,180,52,1778,396,3 ★,3★,Medium,Medium,1 ★,9
8398,241651,V. Gyökeres,22,67,78,68,ST,€2.3M,€15K,€0,311,287,333,325,234,58,56,1604,350,3 ★,3★,Medium,Medium,1 ★,45
8399,232691,Kim Min Hyeok,28,67,69,69,CB,€1M,€4K,€1.1M,173,170,306,273,237,210,51,1420,324,2 ★,2★,Medium,High,1 ★,4
8400,219635,D. Oyarzún,27,67,69,69,CB,€1.1M,€3K,€1.1M,272,256,267,321,256,196,45,1613,356,3 ★,2★,Medium,Medium,1 ★,3
8402,239095,J. Schryvers,23,34,44,69,RWB,€1.4M,€3K,€1.4M,259,289,340,304,285,197,55,1729,368,3 ★,2★,Medium,Medium,1 ★,2
8403,242654,J. Carbonero,20,34,82,68,RM,€2.5M,€5K,€3.5M,265,261,393,325,241,51,54,1590,353,3 ★,3★,Medium,Medium,1 ★,59
8404,176094,P. Tytoń,33,34,67,67,GK,€325K,€2K,€580K,83,92,254,234,124,36,335,1158,385,2 ★,1★,Medium,Medium,2 ★,4
8405,202974,Sin Se Gye,29,67,67,67,RB,€900K,€3K,€781K,290,294,393,341,311,181,52,1862,399,3 ★,2★,Medium,Medium,1 ★,3
8406,243914,E. Bekiroglu,24,67,70,69,CAM,€1.4M,€5K,€2M,300,311,340,327,288,122,57,1745,376,2 ★,3★,Medium,Medium,1 ★,6
8407,229831,O. Rodríguez,23,67,48,67,LB,€1.9M,€7K,€1.8M,270,276,327,269,264,203,59,1668,364,2 ★,3★,High,Medium,1 ★,1
8408,243911,Y. Etienne,23,67,74,67,LB,€1.9M,€8K,€2.1M,254,307,362,295,282,200,61,1761,370,3 ★,2★,Medium,Medium,1 ★,5
8409,244935,B. Eleke,24,67,44,69,ST,€1.6M,€5K,€1.5M,305,267,326,363,312,120,47,1740,371,3 ★,3★,Medium,Medium,1 ★,8
8410,189383,M. Albæk,30,67,67,67,CDM,€850K,€5K,€781K,305,332,309,330,322,185,52,1835,380,3 ★,2★,Medium,Medium,1 ★,2
8411,206536,T. Naylor,29,67,67,68,CB,€875K,€5K,€1.1M,291,290,325,361,299,195,48,1809,391,3 ★,2★,Medium,High,1 ★,8
8412,247496,Apa,20,34,77,67,RB,€2.1M,€5K,€2.5M,251,228,382,226,235,188,53,1563,347,3 ★,3★,High,Medium,1 ★,28
8413,191944,Kim Sung Joon,32,67,67,67,CM,€800K,€3K,€748K,300,325,363,355,323,161,62,1889,389,3 ★,3★,Medium,Medium,1 ★,1
8414,208585,A. Ngando,26,34,68,68,CAM,€1.2M,€3K,€1.7M,323,347,336,263,269,100,60,1698,344,3 ★,3★,Medium,Medium,1 ★,2
8415,220922,H. Friðjónsson,27,67,68,68,ST,€1.2M,€13K,€1.7M,292,260,300,351,279,71,56,1609,348,3 ★,2★,Medium,Medium,1 ★,4
8416,237769,K. Kitagawa,23,34,72,69,ST,€1.6M,€9K,€1.6M,281,296,361,307,266,104,48,1663,354,4 ★,3★,High,Low,1 ★,7
8417,187337,G. Molins,31,67,67,67,ST,€850K,€2K,€844K,321,318,301,326,317,124,50,1757,375,2 ★,3★,Low,Medium,1 ★,2
8418,212467,H. Marín,27,67,68,68,CB,€1M,€13K,€0,210,239,279,305,246,202,54,1535,331,3 ★,2★,Low,High,1 ★,7
8419,247027,Ruan,25,34,42,67,RB,€1.3M,€3K,€1.4M,223,256,390,266,273,188,41,1637,369,3 ★,2★,Medium,High,1 ★,16
8420,248573,E. Dina Ebimbe,19,67,81,68,RM,€2.4M,€12K,€0,288,302,365,342,291,176,48,1812,393,3 ★,3★,Medium,Medium,1 ★,42
8421,210429,B. Addae,27,67,68,71,CM,€1.2M,€4K,€1.2M,307,304,386,401,307,207,54,1966,423,3 ★,3★,High,High,1 ★,8
8422,230399,Michildo Melo,32,67,67,67,LM,€800K,€12K,€1.1M,297,286,361,305,272,182,37,1740,385,4 ★,2★,Medium,Medium,1 ★,1
8423,254206,A. Alvarado,21,67,75,68,RM,€2.3M,€500,€2.6M,299,301,364,330,298,72,59,1723,365,3 ★,4★,High,Low,1 ★,5
8424,237310,D. Mitchell,23,67,74,70,LM,€1.9M,€3K,€1.9M,316,329,357,324,312,179,53,1870,394,2 ★,3★,High,High,1 ★,24
8425,189938,M. van der Werff,31,67,67,67,CB,€700K,€3K,€834K,301,312,279,341,291,191,49,1764,366,3 ★,2★,Medium,Medium,1 ★,1
8426,239357,C. Gebauer,26,67,70,70,RM,€1.3M,€9K,€1.8M,305,281,378,308,277,132,54,1735,393,3 ★,3★,High,High,1 ★,4
8427,232189,N. Ramírez,23,67,77,69,CB,€2.1M,€2K,€1.7M,227,220,281,287,244,203,51,1513,334,2 ★,2★,Medium,Medium,1 ★,10
8428,228860,H. Jurjus,26,67,71,67,GK,€1.1M,€2K,€1.1M,85,121,243,237,116,45,326,1173,370,3 ★,1★,Medium,Medium,1 ★,1
8429,234751,N. Breeveld,33,67,67,67,CDM,€500K,€3K,€506K,279,272,336,351,304,194,58,1794,377,2 ★,3★,Medium,High,1 ★,2
8430,217730,S. Zwierschitz,29,34,67,67,RB,€900K,€7K,€906K,259,293,331,330,297,201,52,1763,371,4 ★,2★,Medium,Medium,1 ★,1
8431,221425,K. Nagasawa,28,67,67,67,CF,€1M,€5K,€1M,301,323,361,320,301,155,37,1798,385,4 ★,3★,Medium,Medium,1 ★,3
8432,230395,Denaldo Carneiro,20,67,67,67,LM,€1.1M,€6K,€1.6M,291,304,373,345,294,118,58,1783,390,1 ★,2★,High,High,1 ★,5
8433,238330,L. Shengelia,24,67,71,68,LM,€1.5M,€6K,€2.1M,305,281,326,319,252,43,30,1556,349,4 ★,2★,Medium,Low,1 ★,5
8435,223738,X. Mous,24,67,73,67,GK,€1.3M,€2K,€1.3M,97,85,225,232,124,60,328,1151,367,2 ★,1★,Medium,Medium,1 ★,3
8436,233727,C. McLennan,20,34,80,68,RM,€2.5M,€2K,€3.6M,298,260,360,322,238,58,41,1577,352,3 ★,3★,High,Medium,1 ★,36
8437,234239,G. Hein,23,67,73,69,CAM,€1.6M,€2K,€2M,270,349,392,315,270,100,49,1745,367,3 ★,3★,High,Medium,1 ★,3
8438,235519,I. Drešević,23,67,76,69,CB,€2.1M,€3K,€1.8M,231,320,291,357,261,197,51,1708,359,2 ★,2★,Medium,Medium,1 ★,3
8439,228593,V. Sierro,24,67,72,69,CM,€1.5M,€7K,€1.6M,265,276,322,340,309,182,55,1749,377,2 ★,3★,Medium,Medium,1 ★,4
8440,179698,L. Grimi,35,67,67,68,CB,€325K,€4K,€319K,306,270,299,346,329,205,54,1809,381,3 ★,3★,Medium,Medium,1 ★,1
8441,244210,Jimmy,23,67,76,68,CDM,€2.1M,€3K,€1.9M,233,301,351,279,299,195,53,1711,360,2 ★,3★,Medium,Medium,1 ★,5
8442,228082,D. Burnić,22,67,76,70,CDM,€2.3M,€7K,€2.2M,273,294,375,306,302,194,51,1795,393,3 ★,3★,Medium,Medium,1 ★,41
8443,223730,T. van Weert,30,67,67,67,ST,€1M,€6K,€906K,304,257,332,363,286,72,61,1675,346,4 ★,2★,High,Medium,1 ★,1
8444,208626,A. Said,27,67,68,68,ST,€1.2M,€4K,€2M,296,261,342,315,269,44,47,1574,337,3 ★,3★,Medium,Low,1 ★,2
8445,236273,K. Bartolec,25,67,71,69,RWB,€1.3M,€6K,€1.2M,272,302,376,328,280,187,53,1798,391,3 ★,3★,Medium,Medium,1 ★,4
8446,178417,C. Mulgrew,34,67,67,67,CB,€325K,€13K,€523K,311,363,260,306,326,201,53,1820,368,3 ★,2★,Low,High,1 ★,5
8447,243447,L. Necul,20,34,79,69,CAM,€2.5M,€3K,€2.3M,289,351,379,295,255,141,49,1759,372,3 ★,3★,High,Medium,1 ★,12
8448,202744,J. Lukoki,27,67,67,67,RM,€1.1M,€5K,€1.6M,269,291,407,257,233,74,60,1591,345,4 ★,3★,Medium,Low,1 ★,4
8449,204280,Cristian Herrera,29,67,34,67,ST,€1M,€4K,€1.2M,327,336,300,370,298,128,61,1820,391,3 ★,3★,High,Medium,1 ★,1
8450,219640,M. Pavelić,26,67,68,67,RB,€1.1M,€6K,€1.2M,276,297,354,294,262,203,52,1738,369,2 ★,2★,Medium,Medium,1 ★,1
8451,193535,S. Prediger,33,67,67,67,CDM,€500K,€5K,€544K,232,264,318,302,309,198,58,1681,366,3 ★,3★,Medium,High,1 ★,2
8452,235266,C. Früchtl,20,66,83,66,GK,€2M,€1K,€0,70,84,146,180,80,39,336,935,360,2 ★,1★,Medium,Medium,1 ★,107
8453,258819,C. Olivera,18,66,68,67,CAM,€2.2M,€1K,€2.9M,275,299,364,274,270,107,39,1628,354,3 ★,3★,High,Medium,1 ★,62
8455,209667,K. Triantafyllopoulos,27,66,38,68,CB,€975K,€2K,€998K,223,215,295,312,242,190,52,1529,333,3 ★,2★,Medium,High,1 ★,3
8456,208645,J. Moore-Taylor,26,66,71,68,CB,€1.1M,€6K,€1.4M,237,270,318,349,251,195,54,1674,358,2 ★,2★,Medium,High,1 ★,8
