,Age,Rating in Scale 100,Potential in Scale 100,PreferredFoot,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,Composure,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace,Shooting,Passing,Dribbling.1,Defending,Physical
7260,22,68,75,Right,69,RM,2500000.0,24000.0,2900000.0,273,338,376,297,263,68,110,41,1698,364,3,4,Medium,Medium,1,79,55.0,63,75,37,55
7261,20,68,77,Right,69,RM,2600000.0,3000.0,2800000.0,294,305,372,274,242,55,53,48,1588,347,3,3,Medium,Medium,1,83,59.0,63,70,21,51
7262,27,68,71,Right,68,GK,1200000.0,4000.0,1400000.0,101,118,254,232,131,44,47,333,1216,383,3,1,Medium,Medium,1,68,65.0,64,70,50,66
7263,24,68,75,Right,68,RB,2300000.0,3000.0,2200000.0,259,250,335,299,238,52,205,50,1636,363,2,2,Medium,Medium,1,72,39.0,55,62,66,69
7264,24,68,76,Right,69,CDM,2500000.0,4000.0,2000000.0,269,286,331,357,299,59,180,53,1775,386,4,3,Medium,Medium,1,67,53.0,61,66,61,78
7265,21,68,80,Right,68,RB,2800000.0,8000.0,3200000.0,260,282,355,309,280,60,190,50,1726,377,3,2,High,Medium,1,76,42.0,62,63,62,72
7266,22,68,78,Right,70,RWB,2700000.0,16000.0,2700000.0,289,331,375,347,329,59,199,56,1926,408,4,3,High,High,1,73,59.0,66,72,63,75
7267,29,68,68,Right,68,CDM,1000000.0,5000.0,1200000.0,293,305,289,319,311,69,208,50,1775,369,3,2,Medium,High,1,55,52.0,64,58,69,71
7268,28,68,69,Right,69,CB,1100000.0,7000.0,1800000.0,269,244,302,304,288,56,206,43,1656,357,2,2,Medium,Medium,1,60,45.0,55,52,69,76
7269,28,68,69,Right,69,CB,1100000.0,11000.0,1700000.0,287,245,287,326,289,69,201,64,1699,365,3,2,Medium,Medium,1,58,48.0,59,59,69,72
7272,29,68,68,Left,68,LB,1100000.0,7000.0,1100000.0,279,318,347,329,296,61,198,69,1836,388,3,2,Medium,High,1,71,51.0,62,65,66,73
7273,32,68,68,Right,68,GK,600000.0,5000.0,1100000.0,105,100,217,215,90,54,49,333,1109,367,3,1,Medium,Medium,1,70,64.0,58,71,34,70
7274,31,68,68,Right,68,CDM,850000.0,5000.0,844000.0,265,268,303,340,286,52,185,39,1686,363,3,2,Medium,Medium,1,56,49.0,64,62,62,70
7275,20,68,77,Right,70,ST,2700000.0,9000.0,0.0,317,278,359,314,269,64,82,40,1659,355,3,3,Medium,Medium,1,72,68.0,53,71,30,61
7276,33,68,68,Left,68,LB,625000.0,4000.0,580000.0,299,349,317,337,313,69,204,50,1869,376,2,2,High,Medium,1,58,53.0,67,64,68,66
7277,25,68,71,Right,69,CDM,1400000.0,2000.0,1300000.0,254,273,334,334,283,63,192,59,1729,381,3,3,Medium,Medium,1,69,46.0,61,67,65,73
7278,23,68,71,Right,70,CB,1500000.0,4000.0,1300000.0,207,213,271,258,260,53,207,50,1466,324,2,2,Medium,Medium,1,55,27.0,49,52,69,72
7280,30,68,68,Right,69,RM,1200000.0,2000.0,1100000.0,311,315,368,350,310,67,149,63,1866,400,3,3,High,Medium,1,73,66.0,64,72,51,74
7281,31,68,68,Right,68,RB,875000.0,15000.0,1200000.0,297,306,357,325,307,59,192,47,1831,397,4,3,High,High,1,73,61.0,66,67,64,66
7283,23,68,77,Right,70,CB,2500000.0,14000.0,2300000.0,220,211,308,299,247,59,210,50,1545,340,2,2,Medium,Medium,1,63,36.0,49,52,70,70
7284,26,68,68,Right,68,RW,1300000.0,3000.0,0.0,276,274,395,321,290,61,138,60,1754,381,3,3,Medium,Medium,1,82,61.0,57,71,45,65
7285,20,68,78,Left,68,RW,2600000.0,4000.0,2600000.0,286,313,386,297,247,64,90,43,1662,366,3,4,Medium,Medium,1,83,65.0,61,72,29,56
7286,28,68,68,Right,68,CDM,1100000.0,11000.0,1500000.0,325,346,361,366,334,64,193,68,1993,418,3,3,Medium,Medium,1,78,65.0,67,68,64,76
7288,24,68,75,Right,70,ST,2400000.0,6000.0,2500000.0,282,272,320,351,246,64,66,48,1585,338,3,2,High,Low,1,67,67.0,47,65,27,65
7289,37,68,68,Right,68,GK,130000.0,2000.0,131000.0,78,91,236,211,129,41,61,331,1137,367,3,1,Medium,Medium,1,67,62.0,63,70,36,69
7290,30,68,68,Right,68,CDM,1000000.0,4000.0,938000.0,291,341,330,367,327,69,183,67,1906,395,3,3,Medium,Medium,1,63,63.0,69,67,61,72
7291,28,68,68,Right,68,ST,1200000.0,7000.0,1900000.0,317,294,394,332,267,65,106,62,1772,383,3,3,High,Medium,1,84,66.0,60,69,34,70
7292,34,68,68,Right,68,CB,400000.0,2000.0,406000.0,218,207,227,297,248,68,207,52,1456,306,3,2,Medium,High,1,37,35.0,52,43,69,70
7293,29,68,68,Left,68,LB,1100000.0,550.0,1700000.0,304,336,339,340,283,55,192,55,1849,397,3,3,Medium,Medium,1,76,62.0,67,66,61,65
7294,22,68,77,Left,71,CM,2600000.0,14000.0,2500000.0,291,346,348,282,295,66,184,49,1795,374,2,3,Medium,Medium,1,72,54.0,71,67,63,47
7296,32,68,68,Left,68,CDM,800000.0,4000.0,1000000.0,294,325,277,361,324,66,185,48,1814,368,3,2,Medium,Medium,1,42,61.0,67,63,63,72
7297,23,68,74,Right,70,CB,1700000.0,29000.0,0.0,209,255,332,327,264,64,199,50,1636,361,2,2,Medium,Medium,1,75,32.0,53,60,66,75
7298,29,68,68,Right,70,CDM,1200000.0,8000.0,1600000.0,315,318,364,379,328,63,206,40,1950,422,3,3,Medium,High,1,74,65.0,66,68,68,81
7299,27,68,70,Right,70,CB,1300000.0,20000.0,1900000.0,213,165,306,262,227,60,210,64,1447,308,2,2,Low,High,1,58,25.0,43,44,71,67
7300,24,68,74,Right,69,RM,1900000.0,5000.0,2000000.0,295,295,381,322,267,58,79,44,1683,367,2,4,Medium,Low,1,80,60.0,59,70,30,68
7301,28,68,68,Right,68,ST,1200000.0,4000.0,1700000.0,316,289,328,325,279,68,69,46,1652,343,3,3,Medium,Low,1,60,70.0,57,66,30,60
7302,31,68,68,Right,68,CB,825000.0,3000.0,979000.0,220,255,233,324,268,55,192,45,1537,315,3,2,Medium,Medium,1,35,35.0,50,51,66,78
7304,29,68,68,Right,68,RM,1200000.0,5000.0,1200000.0,304,277,365,339,234,65,80,41,1640,359,3,3,Medium,Medium,1,76,63.0,59,69,30,62
7306,26,68,69,Right,69,CAM,1400000.0,2000.0,1300000.0,303,329,359,314,307,67,176,61,1849,381,4,3,High,Medium,1,72,63.0,66,69,59,52
7307,22,68,74,Right,68,RB,1800000.0,5000.0,2500000.0,248,243,372,307,251,67,195,50,1666,371,3,2,High,Medium,1,83,43.0,51,63,63,68
7308,21,68,76,Right,70,RM,2700000.0,5000.0,2100000.0,299,298,369,273,235,68,115,48,1637,350,3,3,Medium,Medium,1,77,57.0,64,71,35,46
7309,27,68,69,Right,69,ST,1400000.0,3000.0,1800000.0,302,270,346,339,253,68,42,47,1599,339,3,3,Medium,Low,1,69,69.0,50,68,19,64
7310,27,68,69,Left,68,LB,1300000.0,3000.0,1300000.0,252,314,334,301,296,59,191,44,1732,369,3,2,Medium,Medium,1,69,45.0,63,63,63,66
7311,25,68,69,Left,69,CB,1300000.0,9000.0,1600000.0,247,255,310,302,257,63,202,53,1626,349,2,2,Medium,Medium,1,62,32.0,53,59,67,76
7312,21,68,79,Left,68,LB,2600000.0,6000.0,2800000.0,273,313,330,294,269,58,199,56,1734,370,2,3,High,Medium,1,68,44.0,63,68,66,61
7313,26,68,71,Left,70,CB,1400000.0,2000.0,1300000.0,202,218,271,381,258,55,188,50,1568,355,2,2,High,High,1,70,40.0,47,49,64,85
7314,23,68,74,Right,70,RM,1800000.0,5000.0,1600000.0,300,308,377,352,282,63,186,57,1862,404,3,3,High,Medium,1,81,58.0,63,70,60,72
7316,25,68,72,Right,69,RM,1600000.0,4000.0,1700000.0,265,322,361,303,310,58,185,55,1801,396,3,3,Medium,Medium,1,85,47.0,64,69,61,70
7317,25,68,73,Right,70,CB,1600000.0,3000.0,2400000.0,209,180,242,280,228,56,205,47,1391,309,2,2,Medium,High,1,53,31.0,39,42,69,75
7318,27,68,71,Right,68,GK,1200000.0,3000.0,1100000.0,88,90,242,232,115,55,46,333,1146,376,2,1,Medium,Medium,1,66,65.0,64,70,43,68
7319,29,68,68,Left,68,CAM,1200000.0,2000.0,1200000.0,297,336,374,302,275,59,122,51,1757,371,3,4,Medium,Low,1,75,60.0,69,68,42,57
7320,30,68,68,Right,69,ST,1200000.0,10000.0,1400000.0,319,288,351,373,320,66,184,54,1889,406,3,3,High,High,1,74,68.0,63,68,61,72
7321,28,68,70,Left,70,CB,1200000.0,13000.0,1700000.0,246,202,286,288,257,64,210,40,1529,318,3,2,Medium,Medium,1,51,38.0,47,45,70,67
7323,27,68,68,Right,69,RM,1300000.0,12000.0,1500000.0,307,323,362,319,304,63,154,56,1825,390,2,3,Medium,Low,1,74,61.0,65,71,55,64
7325,22,68,78,Right,69,RM,2700000.0,4000.0,2900000.0,259,287,384,279,242,64,64,45,1560,344,3,4,Medium,Medium,1,82,54.0,57,75,24,52
7326,21,68,81,Right,69,RM,3000000.0,36000.0,4500000.0,303,272,396,322,235,62,91,48,1667,370,3,3,Medium,Medium,1,88,61.0,57,73,33,58
7327,35,68,68,Right,68,ST,525000.0,500.0,860000.0,321,253,279,360,231,49,51,50,1545,325,3,3,Medium,Low,1,57,72.0,45,61,22,68
7328,27,68,72,Left,68,GK,1300000.0,3000.0,1400000.0,75,98,267,229,90,49,39,336,1134,386,2,1,Medium,Medium,1,64,69.0,68,68,50,67
7330,34,68,68,Right,68,RB,450000.0,11000.0,650000.0,254,315,308,300,294,63,195,56,1722,369,3,3,Medium,Medium,1,55,44.0,66,68,64,72
7331,23,68,76,Left,68,LB,2600000.0,9000.0,0.0,283,243,339,264,268,49,204,54,1655,360,2,2,Medium,Medium,1,68,49.0,56,62,66,59
7332,26,68,71,Left,68,LB,1500000.0,4000.0,1600000.0,304,280,351,325,291,63,192,49,1792,387,2,3,High,Medium,1,74,60.0,62,63,64,64
7333,34,68,68,Right,69,CAM,575000.0,4000.0,675000.0,318,349,319,301,322,68,156,53,1818,380,3,5,Medium,Medium,1,60,64.0,66,77,53,60
7335,29,68,68,Left,68,ST,1200000.0,4000.0,1400000.0,304,298,358,363,288,69,75,56,1742,359,3,3,High,Medium,1,71,69.0,51,67,29,72
7336,28,68,68,Right,68,CB,1000000.0,5000.0,1000000.0,284,240,352,338,274,53,204,54,1746,375,3,2,Medium,Medium,1,72,51.0,57,54,68,73
7337,31,68,68,Right,68,CB,825000.0,2000.0,844000.0,243,200,229,329,261,65,197,63,1522,315,3,2,Medium,High,1,36,45.0,48,44,68,74
7338,27,68,70,Right,68,GK,1100000.0,4000.0,1100000.0,71,93,221,199,102,51,46,330,1062,369,2,1,Medium,Medium,1,70,62.0,59,71,39,68
7339,31,68,68,Right,71,CAM,1000000.0,6000.0,1600000.0,317,364,352,326,325,70,144,60,1888,390,5,3,Medium,Medium,1,68,66.0,71,75,50,60
7340,24,67,74,Right,69,CB,1900000.0,11000.0,2000000.0,243,256,288,292,284,67,200,59,1622,351,2,2,Medium,Medium,1,59,39.0,57,58,67,71
7341,25,67,72,Right,69,CAM,1400000.0,4000.0,1400000.0,286,306,342,340,322,64,187,51,1834,390,3,3,Medium,Medium,1,66,63.0,63,67,62,69
7343,23,67,75,Right,69,CM,2300000.0,12000.0,2300000.0,254,305,391,308,280,73,143,47,1728,364,3,3,Medium,Medium,1,71,54.0,65,70,51,53
7344,21,67,77,Right,69,ST,2300000.0,9000.0,0.0,294,257,323,343,251,60,67,60,1595,346,3,3,Medium,Medium,1,69,68.0,53,67,27,62
7345,27,67,70,Right,67,GK,1000000.0,950.0,962000.0,85,89,219,222,113,38,43,335,1106,376,2,1,Medium,Medium,1,65,67.0,62,69,41,72
7346,30,67,67,Left,67,LB,875000.0,2000.0,810000.0,290,313,368,336,296,61,176,43,1822,394,3,3,High,Medium,1,80,58.0,65,64,58,69
7347,26,67,70,Left,69,ST,1300000.0,3000.0,1300000.0,296,301,311,367,279,68,63,57,1674,351,2,2,Low,Low,1,62,69.0,57,62,29,72
7348,32,67,67,Right,67,LW,800000.0,500.0,1300000.0,290,310,341,304,259,64,144,46,1694,368,3,3,High,Medium,1,69,64.0,64,70,44,57
7349,19,67,75,Right,70,RM,2200000.0,8000.0,2300000.0,294,317,382,280,262,63,115,56,1706,366,3,3,Medium,Medium,1,78,62.0,63,73,37,53
7350,24,67,74,Right,70,CAM,2000000.0,3000.0,1900000.0,310,330,370,281,290,70,169,53,1803,371,4,3,High,Medium,1,64,59.0,68,73,56,51
7351,26,67,70,Right,69,CB,1200000.0,3000.0,1100000.0,232,218,331,331,218,58,195,41,1566,345,2,2,Medium,High,1,72,38.0,45,52,66,72
7352,34,67,67,Right,67,CB,325000.0,2000.0,344000.0,182,152,234,271,219,56,211,59,1328,277,3,2,Medium,Medium,1,38,24.0,39,40,69,67
7354,31,67,67,Right,67,LB,750000.0,5000.0,853000.0,269,264,337,297,279,70,200,48,1694,354,3,2,Medium,High,1,65,39.0,58,60,68,64
7355,25,67,72,Right,68,RWB,1400000.0,2000.0,1400000.0,227,250,412,279,229,56,177,46,1620,358,4,2,High,Medium,1,90,38.0,52,66,56,56
7356,25,67,72,Right,68,RWB,1400000.0,4000.0,1500000.0,289,291,368,301,284,58,185,57,1775,383,3,3,High,Medium,1,76,56.0,61,67,61,62
7357,22,67,76,Left,69,CAM,2300000.0,3000.0,2800000.0,281,343,345,303,262,60,92,49,1675,353,3,3,Medium,Medium,1,69,60.0,66,70,31,57
7358,24,67,72,Right,70,CDM,1400000.0,4000.0,1400000.0,278,337,355,358,307,66,197,55,1887,395,3,2,Medium,Medium,1,73,51.0,66,68,65,72
7359,24,67,72,Right,69,ST,1600000.0,3000.0,1500000.0,306,282,357,322,279,61,84,50,1680,365,4,2,High,Medium,1,79,65.0,55,66,33,67
7361,32,67,67,Right,68,CDM,800000.0,5000.0,719000.0,268,298,351,344,322,70,191,55,1829,387,3,2,Medium,High,1,67,53.0,64,65,65,73
7362,36,67,67,Right,67,CB,180000.0,500.0,323000.0,248,205,230,315,279,63,195,51,1523,323,3,2,Medium,Medium,1,45,46.0,44,46,66,76
7363,24,67,67,Right,67,CAM,1200000.0,4000.0,1600000.0,315,343,351,264,286,65,82,60,1701,343,3,3,Medium,Medium,1,63,60.0,64,72,31,53
7364,27,67,68,Left,67,LB,1100000.0,6000.0,1600000.0,249,270,326,286,263,59,196,32,1622,355,3,2,Medium,Medium,1,68,38.0,59,62,65,63
7365,24,67,73,Right,69,CAM,1600000.0,3000.0,1700000.0,306,324,354,314,295,67,167,49,1809,379,3,3,Medium,Medium,1,66,60.0,68,69,57,59
7366,26,67,69,Right,69,ST,1300000.0,5000.0,1400000.0,308,314,348,365,266,65,65,46,1712,363,3,3,High,Medium,1,74,70.0,63,64,27,65
7367,28,67,67,Right,67,ST,1000000.0,4000.0,1200000.0,305,297,349,350,242,67,48,62,1653,349,3,4,Medium,Low,1,71,66.0,57,70,21,64
7369,27,67,68,Left,67,LB,1100000.0,11000.0,1300000.0,287,327,367,361,291,50,179,52,1864,394,3,2,High,Medium,1,78,59.0,65,64,59,69
7370,33,67,67,Left,67,LB,525000.0,500.0,753000.0,192,200,319,252,262,54,207,60,1492,324,3,2,Medium,Medium,1,59,23.0,51,53,65,73
7371,25,67,72,Right,67,RB,1400000.0,3000.0,1300000.0,257,249,362,298,252,53,192,67,1677,369,3,3,Medium,Medium,1,80,40.0,54,64,63,68
7372,26,67,69,Right,69,CM,1300000.0,2000.0,1400000.0,315,291,287,354,320,65,167,54,1788,379,4,3,Medium,Medium,1,48,63.0,62,70,59,77
7373,25,67,71,Right,71,CB,1300000.0,5000.0,1700000.0,233,243,309,290,258,64,201,54,1588,351,3,2,Medium,High,1,63,32.0,54,60,68,74
7374,36,67,67,Right,67,CDM,200000.0,2000.0,240000.0,278,310,255,340,315,68,199,68,1765,355,3,2,Low,High,1,39,60.0,60,59,67,70
7375,32,67,67,Left,67,CB,0.0,0.0,0.0,248,188,311,279,256,61,205,46,1533,328,3,2,Medium,High,1,56,35.0,51,48,67,71
7376,29,67,67,Right,67,RB,900000.0,5000.0,1200000.0,289,289,332,318,307,64,190,56,1781,376,3,3,High,Medium,1,72,50.0,63,59,64,68
7377,24,67,72,Right,68,CAM,1500000.0,4000.0,1500000.0,251,310,372,332,218,59,73,52,1608,346,3,3,Medium,Low,1,77,60.0,60,72,24,53
7378,29,67,69,Right,67,GK,850000.0,3000.0,1100000.0,65,86,204,209,117,58,47,322,1050,358,3,1,Medium,Medium,1,69,65.0,53,71,36,64
7379,23,67,74,Right,69,ST,2100000.0,3000.0,1900000.0,320,297,311,298,256,53,63,52,1597,336,4,3,Medium,Medium,1,63,67.0,63,68,26,49
7380,25,67,71,Left,67,LB,1300000.0,4000.0,1300000.0,270,290,325,306,285,58,193,41,1710,371,3,2,Medium,Medium,1,69,51.0,59,63,63,66
7381,34,67,67,Right,67,CB,325000.0,11000.0,468000.0,194,188,300,303,260,60,193,46,1484,323,3,2,Medium,High,1,61,29.0,44,46,66,77
7382,22,67,75,Right,68,RM,2300000.0,6000.0,2300000.0,261,319,378,305,263,60,80,58,1664,367,3,4,High,Low,1,84,60.0,61,69,27,66
7383,18,67,83,Right,68,RM,2600000.0,11000.0,0.0,296,289,353,289,237,51,52,47,1563,341,3,3,Medium,Medium,1,77,63.0,57,73,21,50
7385,22,67,75,Right,69,ST,2300000.0,8000.0,2400000.0,307,286,316,355,273,63,70,51,1658,351,3,3,High,Medium,1,65,71.0,52,59,29,75
7386,29,67,67,Left,67,GK,700000.0,7000.0,880000.0,84,82,225,235,99,43,40,330,1095,375,2,1,Medium,Medium,1,67,66.0,61,69,45,67
7387,28,67,68,Left,68,CB,975000.0,5000.0,1100000.0,217,170,373,282,230,55,203,60,1535,338,3,2,Medium,Medium,1,78,25.0,46,51,65,73
7388,28,67,69,Left,67,GK,875000.0,4000.0,1300000.0,71,83,202,226,181,48,39,305,1107,342,1,1,Medium,Medium,1,61,60.0,40,67,37,77
7390,28,67,67,Left,67,LB,925000.0,3000.0,943000.0,291,308,346,328,304,58,192,60,1829,380,3,3,Medium,High,1,72,53.0,61,62,63,69
7391,32,67,67,Left,70,CAM,800000.0,3000.0,748000.0,303,336,343,349,266,51,116,55,1768,382,4,2,High,Medium,1,77,65.0,69,69,42,60
7392,31,67,67,Right,67,CB,700000.0,4000.0,834000.0,238,206,247,284,256,70,201,61,1493,323,4,2,Medium,Medium,1,43,40.0,50,46,68,76
7393,22,67,77,Right,67,RB,2200000.0,6000.0,2600000.0,250,265,332,292,280,56,197,52,1668,357,3,2,High,High,1,70,35.0,56,61,65,70
7394,31,67,67,Right,67,RB,750000.0,4000.0,963000.0,282,315,330,331,286,64,199,40,1783,366,3,2,High,Medium,1,59,50.0,62,62,66,67
7395,27,67,68,Left,68,ST,1200000.0,4000.0,1600000.0,332,273,344,311,282,62,56,63,1661,356,3,3,Medium,Medium,1,73,66.0,58,69,29,61
7396,23,67,73,Right,67,LW,1600000.0,2000.0,2300000.0,298,286,371,268,237,58,90,52,1602,353,4,3,High,Medium,1,85,64.0,58,70,30,46
7397,35,67,67,Right,67,GK,110000.0,1000.0,263000.0,80,99,223,222,125,47,47,332,1128,369,3,1,Medium,Medium,1,66,67.0,66,65,37,68
7398,33,67,67,Right,67,CB,475000.0,5000.0,648000.0,262,249,287,308,265,64,204,47,1622,349,3,2,Medium,High,1,52,42.0,58,60,68,69
7400,21,67,75,Right,67,RB,2200000.0,500.0,2400000.0,238,266,353,304,265,59,204,60,1690,362,2,2,High,Low,1,74,40.0,56,61,65,66
7402,30,67,67,Right,67,CM,975000.0,7000.0,1200000.0,299,279,333,317,309,58,186,47,1770,383,4,3,High,Medium,1,66,60.0,60,67,63,67
7403,30,67,67,Right,68,CAM,975000.0,5000.0,1300000.0,312,334,347,322,305,70,166,48,1834,385,4,3,Medium,Medium,1,67,61.0,68,70,56,63
7405,22,67,74,Right,67,RB,2000000.0,500.0,2200000.0,278,276,340,352,284,49,195,49,1774,379,2,2,Medium,Medium,1,62,52.0,60,66,65,74
7406,19,67,81,Right,67,RB,2300000.0,2000.0,3300000.0,253,284,363,260,294,63,183,51,1688,363,3,2,Medium,Medium,1,79,37.0,58,63,61,65
7407,28,67,67,Right,69,CF,1000000.0,8000.0,1500000.0,301,295,373,289,234,52,84,57,1633,348,3,2,High,High,1,74,66.0,55,75,30,48
7408,27,67,68,Right,67,GK,875000.0,2000.0,1100000.0,81,86,201,219,118,49,44,333,1082,374,3,1,Medium,Medium,1,69,66.0,64,67,41,67
7410,24,67,74,Right,69,ST,2100000.0,6000.0,2200000.0,306,303,362,325,301,63,99,58,1754,370,3,3,High,Medium,1,75,66.0,57,68,38,66
7412,24,67,71,Right,67,RB,1400000.0,3000.0,1200000.0,250,266,358,270,272,50,191,42,1649,363,3,2,Medium,Medium,1,76,38.0,59,63,62,65
7413,34,67,67,Right,67,GK,170000.0,500.0,715000.0,78,98,207,196,155,42,39,334,1107,368,2,1,Medium,Medium,1,68,62.0,69,69,34,66
7415,26,67,68,Left,67,LM,1200000.0,5000.0,1500000.0,314,355,329,329,271,56,97,47,1742,358,3,3,Medium,Medium,1,66,66.0,70,67,34,55
7416,23,67,72,Right,68,RM,1500000.0,14000.0,1900000.0,265,282,390,275,249,55,89,41,1591,360,4,3,Medium,Medium,1,91,58.0,60,67,29,55
7417,32,67,67,Right,67,GK,500000.0,7000.0,903000.0,84,98,259,221,138,54,39,330,1169,375,3,1,Medium,Medium,1,68,62.0,66,68,45,66
7418,22,67,76,Right,67,GK,2000000.0,7000.0,2100000.0,62,73,194,198,97,47,35,328,987,355,3,1,Medium,Medium,1,71,60.0,62,73,27,62
7419,32,67,67,Right,67,ST,825000.0,3000.0,1100000.0,319,275,345,372,324,68,133,67,1835,375,3,2,High,Medium,1,64,68.0,54,65,47,77
7420,25,67,70,Left,69,CB,1200000.0,6000.0,0.0,264,274,328,362,296,57,198,63,1785,377,2,2,Medium,Medium,1,67,50.0,60,59,64,77
7421,28,67,67,Right,67,RB,925000.0,4000.0,878000.0,255,294,340,279,266,59,195,65,1694,363,3,2,Medium,Medium,1,68,40.0,57,65,64,69
7422,26,67,70,Right,69,CB,1200000.0,4000.0,1200000.0,254,233,287,296,271,58,205,48,1594,335,3,2,Medium,High,1,57,36.0,57,44,68,73
7423,22,67,78,Right,67,RB,2200000.0,3000.0,1900000.0,264,274,357,289,288,48,184,42,1698,378,2,3,High,Medium,1,82,47.0,60,60,61,68
7424,30,67,67,Left,67,CM,975000.0,5000.0,1200000.0,286,345,319,342,323,63,185,63,1863,390,3,3,Medium,Medium,1,63,60.0,69,67,62,69
7425,32,67,67,Right,67,GK,500000.0,4000.0,903000.0,101,84,255,232,141,51,41,330,1184,374,3,1,Medium,Medium,1,65,63.0,61,77,44,64
7426,29,67,67,Right,67,CDM,875000.0,14000.0,1200000.0,279,284,307,331,277,59,194,61,1733,360,3,2,Low,High,1,53,56.0,60,59,65,67
7427,28,67,69,Left,69,CB,1000000.0,2000.0,1100000.0,227,225,254,264,271,60,199,52,1492,326,3,2,Medium,Medium,1,50,29.0,48,57,68,74
7428,28,67,67,Right,68,RW,1000000.0,9000.0,1500000.0,327,335,316,336,274,56,91,47,1726,361,3,2,Medium,Low,1,63,68.0,66,70,31,63
7429,36,67,67,Right,67,GK,110000.0,4000.0,241000.0,79,89,289,228,165,51,39,333,1222,387,3,1,Medium,Medium,1,66,68.0,63,72,54,64
7430,36,67,67,Right,68,CB,200000.0,1000.0,216000.0,277,282,264,348,316,66,197,66,1750,358,2,2,Medium,High,1,43,55.0,59,57,66,78
7431,23,67,75,Left,70,CDM,2300000.0,10000.0,0.0,271,296,342,335,315,64,189,42,1790,386,1,3,High,High,1,66,52.0,65,67,64,72
7432,33,67,67,Right,67,GK,325000.0,9000.0,680000.0,91,75,259,247,125,30,39,330,1166,380,3,1,Medium,Medium,1,68,66.0,64,65,50,67
7433,27,67,68,Right,67,RB,1100000.0,5000.0,1200000.0,231,259,316,278,284,48,209,56,1633,351,4,2,Medium,Medium,1,66,35.0,53,60,68,69
7434,30,67,67,Right,67,ST,1000000.0,6000.0,1100000.0,325,329,298,335,285,71,87,65,1724,344,3,3,Medium,Medium,1,47,68.0,62,69,33,65
7435,27,67,67,Right,67,CAM,1100000.0,5000.0,1500000.0,312,316,350,339,306,65,178,61,1862,391,3,3,High,Medium,1,68,62.0,66,68,59,68
7436,26,67,67,Right,67,LM,1100000.0,2000.0,1400000.0,305,284,335,313,289,59,99,51,1676,363,4,2,High,Medium,1,76,64.0,63,64,37,59
7437,25,67,71,Right,67,GK,1100000.0,1000.0,961000.0,96,90,205,173,100,46,55,332,1051,371,3,1,Medium,Medium,1,71,63.0,65,68,39,65
7438,27,67,68,Left,67,LB,1100000.0,25000.0,0.0,264,321,331,329,317,60,192,55,1809,373,4,3,Medium,Medium,1,67,47.0,62,62,63,72
7439,29,67,67,Right,67,CDM,875000.0,6000.0,1000000.0,274,275,397,361,308,71,185,60,1860,405,3,3,Medium,High,1,86,54.0,59,69,59,78
7442,23,67,72,Right,67,RWB,1400000.0,4000.0,1400000.0,232,217,347,265,264,48,198,44,1567,346,3,2,Medium,Medium,1,73,27.0,54,58,65,69
7443,21,67,78,Right,68,CDM,2200000.0,500.0,2800000.0,237,258,303,318,276,55,200,37,1629,354,3,2,Medium,High,1,60,38.0,56,58,66,76
7444,28,67,67,Left,67,LB,925000.0,3000.0,878000.0,282,308,371,294,284,56,185,43,1767,379,3,2,Medium,Medium,1,75,52.0,59,66,62,65
7446,31,67,67,Right,67,CB,700000.0,5000.0,891000.0,283,272,317,330,296,59,199,53,1750,381,4,2,Medium,Medium,1,70,49.0,59,60,66,77
7447,31,67,67,Left,67,LM,850000.0,5000.0,1000000.0,292,344,366,333,300,59,147,44,1826,385,2,3,Medium,Medium,1,81,54.0,69,65,50,66
7448,22,67,72,Right,69,CB,1400000.0,5000.0,0.0,223,198,298,299,255,58,203,39,1515,335,4,2,Medium,Medium,1,66,37.0,43,48,68,73
7449,29,67,67,Right,68,RW,1000000.0,3000.0,975000.0,298,258,401,304,269,64,73,41,1644,371,4,3,High,Medium,1,93,61.0,55,70,31,61
7450,26,67,71,Right,69,CB,1300000.0,2000.0,1600000.0,239,237,231,262,239,64,200,57,1465,318,2,2,Medium,Medium,1,44,33.0,51,51,67,72
7451,26,67,67,Right,67,RB,1000000.0,4000.0,945000.0,266,271,353,288,275,50,189,58,1700,373,3,3,High,Medium,1,77,45.0,59,61,63,68
7452,27,67,67,Right,68,CAM,1100000.0,500.0,1700000.0,240,276,353,337,304,52,153,50,1713,388,3,3,Medium,High,1,75,56.0,58,68,54,77
7453,30,67,67,Right,67,GK,675000.0,1000.0,761000.0,76,85,274,222,120,63,51,331,1159,373,4,1,Medium,Medium,1,67,64.0,65,68,42,67
7454,19,67,82,Right,68,RM,2400000.0,3000.0,3500000.0,297,284,383,314,242,53,85,50,1655,370,3,3,Medium,Medium,1,84,58.0,58,72,31,67
7456,30,67,67,Left,67,LB,875000.0,5000.0,930000.0,254,267,338,289,263,53,186,40,1637,356,3,3,Medium,Medium,1,68,34.0,56,65,63,70
7457,27,67,70,Right,68,CDM,1200000.0,4000.0,1300000.0,267,267,337,337,301,64,195,52,1756,378,3,2,Medium,High,1,68,53.0,59,62,65,71
